track_uri|danceability|energy|key|loudness|mode|speechiness|acousticness|instrumentalness|liveness|valence|tempo|time_signature
52TariT5sfkYzKRwdVMrRw|0.477|0.964|1|-5.44|1|0.052|3.59e-05|0.532|0.893|0.459|78.193|4
4E8tO8klOrcNGojpOvttMD|0.505|0.857|8|-3.841|1|0.0352|3.93e-05|0.00777|0.174|0.51|110.501|4
5Raz1bgliM4doMnDaOyElV|0.387|0.866|3|-5.336|0|0.0346|1.38e-05|0.129|0.161|0.463|142.35|4
424n1SLlo8uYe5d9WzMrNj|0.548|0.946|6|-4.236|1|0.0439|2.6e-05|0.00902|0.312|0.713|126.915|4
4y8YNER0bmZhPOTJr76IiR|0.454|0.888|11|-4.844|1|0.0485|0.000375|0.0204|0.109|0.166|92.221|4
26A8IIHFL1Y9GufqR3I65T|0.551|0.975|3|-3.682|0|0.0469|1.97e-05|0.000811|0.0235|0.461|99.813|4
540SK3uC90geLZkbZrnpH9|0.463|0.677|1|-6.19|1|0.0273|0.00232|0.000308|0.352|0.156|130.893|3
3mvunz8CB5WH2yLigeRw1w|0.458|0.972|1|-4.38|1|0.0451|1.28e-05|0.00718|0.331|0.628|155.514|4
3nPUPTVGhcRStUxcvM5xtI|0.48|0.837|1|-4.644|1|0.0452|0.000163|0.000244|0.0539|0.385|132.695|4
7LMeflTW3D3JRKaA2JK9KJ|0.412|0.905|10|-4.525|0|0.0315|2.49e-05|0.0464|0.106|0.411|157.603|4
4M0aGQRCNnL77XUkvGO6If|0.518|0.898|1|-4.448|1|0.0352|4.19e-06|0.0134|0.516|0.688|115.792|4
4GgHgoto2yRwvFk25vujpZ|0.277|0.863|4|-5.378|1|0.0343|1.51e-05|0.00372|0.134|0.276|94.044|4
63aVbch5VRXtQnCITdeDTZ|0.562|0.919|8|-4.458|0|0.0293|0.000223|0.113|0.142|0.728|113.357|4
140u2dqlZbpi4ZLgeolKqA|0.528|0.909|8|-5.712|1|0.0381|7.77e-05|0.00959|0.0891|0.349|112.083|4
5ktyEZbrgBEePsu6MW5Cvw|0.351|0.9|8|-7.146|1|0.0357|0.000107|0.0262|0.11|0.777|116.023|4
2IenDzi8pYn8c4WRteZai0|0.391|0.761|1|-6.062|1|0.0319|0.000891|0.0301|0.128|0.247|115.723|4
5De0T23DDwoV7TN5A3sHEY|0.609|0.846|8|-5.43|1|0.0276|2e-05|0.000909|0.0574|0.778|115.274|4
4XfQg5rBmwbZjmXbp0wxds|0.477|0.919|1|-4.741|1|0.0681|9.91e-05|0.045|0.0413|0.476|118.243|4
3tIV4YWEZyzq4QtgvIgwxL|0.512|0.92|8|-5.684|1|0.0493|0.000108|0.0272|0.111|0.432|81.461|4
4ePx4Js87KSIVMLL4RD7vX|0.451|0.497|8|-7.694|0|0.0311|0.0186|0.000505|0.395|0.397|135.298|4
2aKhGkbQ6mWIGsR0kpSdfj|0.526|0.897|10|-5.848|0|0.0311|1.59e-05|0.408|0.295|0.651|117.699|4
4Vv7tatQcfAZcXmMh7ireQ|0.552|0.907|1|-5.476|1|0.0329|0.00145|0.00353|0.0481|0.591|84.469|4
44ARj4IaCoOevEu1oy0z1v|0.621|0.725|1|-6.802|1|0.0318|0.00026|0.0637|0.368|0.418|118.515|4
3QWzxUE2WA5WoSi82KCODk|0.426|0.903|10|-4.535|0|0.0314|2.23e-05|0.0522|0.0979|0.442|157.825|4
2UmXstEJ8nkpUUfQRYieC6|0.478|0.859|4|-5.347|1|0.0307|1.81e-05|0.00341|0.155|0.286|94.437|4
3aZlhT4D4Uy91MOeO823Hw|0.606|0.496|9|-11.763|1|0.0376|0.741|0.000231|0.128|0.837|119.2|4
6SMqwDCnrLgGarNe1FrI3C|0.502|0.477|7|-12.374|1|0.0301|0.669|0.00206|0.223|0.742|135.995|4
7BYwhAadk1SZdAUGA1C7zp|0.605|0.486|9|-12.055|1|0.0359|0.776|0.00021|0.169|0.729|125.128|4
21WVIfeC7ix48ZrTx01L43|0.506|0.451|7|-11.067|1|0.0322|0.845|0.0022|0.184|0.883|109.042|4
4xrqvf4GP5UZneJLwKinyS|0.537|0.257|2|-12.776|1|0.0296|0.86|4.42e-05|0.0974|0.451|113.395|4
2x3z8YIJz9HPkcgjanFLCc|0.691|0.444|2|-12.069|1|0.0344|0.803|0.0001|0.255|0.91|110.928|4
19vdD7h9usu9E1SgCBJNGK|0.587|0.301|9|-12.538|1|0.0307|0.867|0.000783|0.0991|0.559|114.781|4
24PcsQCoyK0TkkCZs5DM1W|0.549|0.356|7|-12.134|1|0.0304|0.729|0.000304|0.0627|0.666|101.451|4
5LCEPW7s0USR39AyDjZQw1|0.524|0.657|9|-11.399|1|0.0349|0.507|0.866|0.28|0.967|137.337|4
2ETQppq4rJK9Kr5iGxWlWR|0.569|0.596|9|-11.674|1|0.0303|0.821|0.0584|0.304|0.843|146.575|4
5Uyv1VzugNp9B3yLkmzEv1|0.595|0.419|9|-11.916|1|0.0344|0.851|0.00186|0.282|0.721|113.656|4
2DDhLcQvIngX3NwU3xQleq|0.554|0.43|9|-11.16|1|0.0309|0.759|0.000146|0.253|0.657|116.565|4
3HoCFccn4jAypIS3OHxP1M|0.379|0.362|2|-12.337|1|0.0314|0.67|0.000659|0.194|0.772|75.935|4
1DiAA6OwPF9Pmh1Rcb6wTH|0.608|0.403|2|-13.373|1|0.0321|0.633|0.00678|0.117|0.755|108.585|4
4B3Qs7fJkQwpbxiwlWEG5W|0.529|0.372|9|-12.832|1|0.0275|0.806|0.00107|0.283|0.711|96.291|4
64uFvEB8lxEP2yEjb0ZnbJ|0.72|0.61|2|-7.204|1|0.0285|0.695|0.000169|0.1|0.745|104.974|4
6EOauOnbWRIQhGEcyhEfkv|0.588|0.549|7|-7.216|1|0.0285|0.77|0.00334|0.0791|0.422|119.934|4
5CL7HFBS3UBE88XcZx9ZVe|0.649|0.659|9|-8.136|1|0.0319|0.226|5.04e-06|0.0992|0.881|154.998|4
2XR3QhskmCwZzia10CSWlu|0.446|0.367|0|-8.76|1|0.0316|0.731|5.29e-05|0.238|0.446|167.687|3
4sm3YYyDbqAiMkLkHXE1KC|0.614|0.651|0|-6.957|1|0.0279|0.608|0.618|0.263|0.908|128.207|4
1Ca9a4PCjZG8XfErfd7hR4|0.49|0.513|4|-8.107|1|0.0319|0.817|0.0034|0.268|0.556|182.504|4
0c4fwQbMDuEG35cYLWmzen|0.602|0.331|9|-10.667|1|0.0283|0.796|2.85e-05|0.102|0.479|112.142|4
3CG6B7xkbJMTdJLuBmVIv3|0.512|0.629|7|-7.568|1|0.0291|0.582|0.00432|0.16|0.698|126.572|4
5oHxZJqv7FSFcqduV1dGqS|0.729|0.194|5|-11.334|1|0.0323|0.763|0.0|0.301|0.635|85.026|4
5n7kZUftL1t7jJZrPjtTxq|0.696|0.532|0|-9.125|1|0.0297|0.73|0.0462|0.149|0.889|127.586|4
23DqNr2t9vvi1tiS4vYqUB|0.626|0.571|0|-8.864|1|0.0282|0.378|0.0665|0.27|0.71|139.85|4
7g3QdUVYAfv8OALR4H3XaW|0.63|0.603|9|-6.643|1|0.0282|0.64|0.000731|0.134|0.416|139.912|4
6bVdibZCaQdMqNCcD6pXBe|0.764|0.478|5|-7.717|1|0.0298|0.766|0.00119|0.201|0.53|117.916|4
1S5JVGgwn0Jr4aSJypYNhc|0.644|0.549|11|-8.645|0|0.0256|0.646|0.0642|0.276|0.673|134.889|4
1D2LPyC5ImQOjXrJYr6m61|0.723|0.415|11|-11.422|0|0.0314|0.866|0.105|0.123|0.579|118.245|4
7JE78Pe1zqa4G9PcsHlD2y|0.679|0.433|9|-10.439|1|0.0353|0.798|0.00387|0.159|0.241|116.132|4
7AWnKtm4dZpQqVHjU4qoOd|0.569|0.54|5|-8.002|0|0.0288|0.521|0.000167|0.19|0.792|149.798|4
1O3QVoKwK4uqFTEJuLK5jL|0.675|0.413|4|-10.205|1|0.0336|0.542|0.00123|0.115|0.575|120.06|4
0OXxAuvToTmr7sHJ0UuSsL|0.673|0.626|9|-9.804|1|0.0284|0.422|0.0144|0.142|0.735|117.086|4
3lSF7bkU7ftvLWg9U7aVFf|0.712|0.196|9|-13.06|1|0.0317|0.544|4.61e-05|0.216|0.461|110.432|3
36YlgLfxGtla5r6Ky5vsMQ|0.771|0.343|11|-11.769|1|0.0307|0.751|0.000159|0.259|0.894|112.105|4
7z8VCshhYDiWBVLLZShZnm|0.693|0.511|10|-9.771|1|0.0295|0.598|1.37e-05|0.0999|0.861|126.16|4
37iaTjhHKXd4xwMYKJ31tD|0.67|0.465|11|-11.133|0|0.0277|0.236|0.000134|0.139|0.608|117.129|4
5KdwtnBqegS09nTIiGdLZJ|0.645|0.487|9|-10.823|1|0.0268|0.627|0.122|0.215|0.874|105.196|4
2FAOJSujmj3lad0UHzZv7Y|0.584|0.63|2|-9.023|1|0.0263|0.196|0.00436|0.1|0.838|136.104|4
7lWQhkitp3CqROn3z3JkCF|0.509|0.544|0|-10.097|1|0.0282|0.0743|0.0123|0.115|0.592|145.11|4
5UpDLacARHWg728rP9kqU4|0.656|0.529|11|-8.804|1|0.0284|0.528|0.0|0.091|0.764|145.038|4
0avrPZ4J7KYvlg0n9cgJUW|0.743|0.544|0|-8.578|1|0.0289|0.398|0.0|0.147|0.821|128.142|4
6LiHHhoiv3nmgwNAoam6Mb|0.584|0.154|0|-12.176|1|0.0287|0.757|0.0|0.107|0.132|82.143|4
5tCaF0gjfD0H29QoX0ge0Q|0.681|0.64|9|-6.523|1|0.0308|0.505|0.000471|0.303|0.836|120.019|4
3fcVwjJ6WRYfKRbtU70isO|0.638|0.484|2|-7.071|1|0.0619|0.658|0.0|0.121|0.729|82.042|4
3ZlQgKJKkFM4cuOPadHkD1|0.511|0.339|11|-10.005|0|0.0309|0.531|1.59e-05|0.151|0.166|119.944|4
5IahueDFJHSrdkvCgvkduG|0.335|0.481|2|-7.327|1|0.0349|0.83|0.332|0.135|0.479|83.559|3
6ksMsUxY5dyBlbaaArSQj9|0.674|0.488|7|-6.926|0|0.0298|0.709|0.0|0.339|0.427|100.161|5
2mGX0LXjFQi1Tgz9cMGF72|0.542|0.368|9|-9.148|1|0.0256|0.742|3.72e-05|0.314|0.319|89.903|4
5MtzSuA9Xe10Idb9RLF0gk|0.539|0.35|7|-9.214|1|0.026|0.803|0.0|0.155|0.301|99.755|3
7Mq4u8WuEWGyyWskEPhiU0|0.674|0.338|0|-9.351|1|0.0262|0.626|1.21e-06|0.0977|0.484|109.9|4
3ovajXepyHiqPzzL8TzYdD|0.75|0.574|7|-7.283|1|0.0264|0.748|0.0|0.0696|0.673|124.922|4
5d5NN4VRyNSbpbsZ1YJVti|0.672|0.539|7|-8.084|1|0.0267|0.781|0.000108|0.299|0.615|105.953|4
66ekaGlxSA48YHsMkYxvQj|0.604|0.726|0|-5.15|1|0.0282|0.302|2.36e-05|0.203|0.693|127.931|4
19hkLOzs0zF08qqpwFzZ5R|0.591|0.677|9|-5.923|1|0.0278|0.596|2.57e-06|0.297|0.539|147.762|4
3UwHRlYNssEFJ3QYTh6igw|0.691|0.736|6|-7.461|0|0.0282|0.496|0.00374|0.149|0.752|128.735|4
2BkIizhyucfTfpnT0jcLCV|0.654|0.567|2|-6.352|1|0.027|0.346|4.35e-05|0.102|0.566|121.984|4
26zePzopENvcucGPzfmey3|0.631|0.611|4|-7.027|1|0.0644|0.761|0.000601|0.181|0.882|186.09|4
2b4bNq7dglKEVv9b4yyDu2|0.437|0.411|9|-6.306|1|0.0257|0.33|0.0|0.0892|0.35|155.999|4
2hl89lNoJBRMdC80T1BdFi|0.545|0.708|9|-7.263|1|0.0348|0.452|0.106|0.0974|0.757|151.222|4
2Rebq5N1xl8WQ9GxThL7YT|0.765|0.587|7|-5.383|1|0.028|0.616|2.07e-06|0.0958|0.626|113.885|4
35Brx4D53w9miGE5NuhTWY|0.766|0.587|2|-7.769|0|0.0269|0.776|0.000462|0.111|0.745|107.841|4
3gVAnTFZjJfvu8oNX2PW8Z|0.641|0.625|5|-10.09|1|0.029|0.578|0.656|0.101|0.571|121.787|4
7bBm9iDporQ0tT1NNYcSsH|0.564|0.622|0|-6.081|0|0.0266|0.276|0.0|0.145|0.691|132.079|4
2SPUioo3OcnqXQ9CxpzSiH|0.688|0.203|9|-10.866|1|0.0316|0.775|4.97e-05|0.0831|0.371|99.357|3
0gRsPzv5zgPs5ZuahJ9i4T|0.683|0.495|5|-7.198|1|0.0277|0.659|0.0391|0.0761|0.454|123.995|4
1YAASLJUG89orui85yB1Gx|0.684|0.647|4|-8.204|0|0.0286|0.594|7.39e-05|0.15|0.751|130.901|4
5vDwDhqVAxhRJykFW0eMnd|0.548|0.696|2|-6.043|1|0.0413|0.413|0.000325|0.0972|0.63|164.694|4
6cZsre1ThqKhgQOAHPBRkd|0.706|0.638|9|-6.591|1|0.03|0.561|0.00456|0.0714|0.712|109.314|4
214G5xIczdEsSAUhMiJn3a|0.563|0.706|7|-6.735|1|0.0298|0.445|0.0728|0.184|0.614|139.196|4
6Jcr0PB0MWU1nxqAjPnVal|0.654|0.66|5|-7.957|1|0.028|0.416|0.00205|0.332|0.776|140.14|4
4zFmI4ybuF5s9RpsiqsjwQ|0.438|0.557|0|-7.33|1|0.0317|0.472|0.000333|0.141|0.696|198.718|4
28LJVZ5PfkIboFoW0J4GgE|0.593|0.726|2|-7.215|1|0.0289|0.432|0.0261|0.349|0.727|146.146|4
3oN5t61HD1Wcy2ps99LxFn|0.654|0.726|7|-6.419|1|0.0262|0.451|0.00424|0.13|0.679|144.124|4
4s5Hhcs81dCa2EGLMZ8k18|0.633|0.65|9|-6.258|0|0.0283|0.183|0.00111|0.621|0.682|131.061|4
0KJWx0tAXVxiyqJ8bfLbQG|0.648|0.618|4|-7.24|0|0.0294|0.273|0.000357|0.294|0.585|121.481|4
3Glmi54xJE1oWM486K8mKr|0.559|0.677|2|-5.952|1|0.0433|0.692|2.95e-05|0.127|0.817|191.122|4
38BOnNJfxhz76VCXVXzelf|0.469|0.837|11|-5.468|1|0.0389|0.166|2.23e-05|0.141|0.674|193.234|4
79ModI7rg0fyyz1yLwnBtH|0.81|0.206|7|-8.186|1|0.0306|0.528|0.0|0.141|0.47|96.302|3
1EiaNzFbPqxILCjueBstuU|0.643|0.763|2|-5.966|1|0.0319|0.432|0.0|0.266|0.86|127.139|4
1v1k7SMTD6vveyWAgruESf|0.374|0.551|4|-5.988|1|0.0322|0.391|0.0|0.255|0.61|168.05|4
5pfNisieqAfg9NbAFr4LXo|0.416|0.81|4|-4.649|1|0.0668|0.342|0.0|0.135|0.767|140.491|4
2hBwL9dnHSgjoeg0ABirJI|0.519|0.425|7|-7.835|1|0.0279|0.558|0.0|0.124|0.394|102.351|4
1XilQ9HeDdRhFeRfB1yuOG|0.742|0.574|7|-6.118|1|0.027|0.693|5.76e-06|0.201|0.842|98.59|5
4dCMX9oaomt3vkoOByuXnr|0.412|0.652|10|-6.017|1|0.0306|0.271|0.0|0.27|0.595|160.917|4
5K95jpdi0zMeepAXvEhbgZ|0.837|0.424|10|-7.986|1|0.0518|0.763|0.0|0.0982|0.62|115.397|3
7J7n99aCe7PyzQKuwvEdZz|0.492|0.442|7|-6.065|1|0.0277|0.441|0.0|0.313|0.361|142.142|3
52Cc6ZSkg64lh8GpjRRVMU|0.701|0.651|11|-5.097|1|0.0349|0.308|1.65e-05|0.0816|0.858|134.594|4
2N8fQJkjtYXLLeZddgfAnB|0.424|0.434|2|-7.12|1|0.028|0.0369|0.0|0.206|0.393|145.664|4
4IvPmUnNO4X3VPWvj8PxgZ|0.63|0.79|7|-8.027|1|0.0271|0.144|0.00809|0.294|0.895|128.742|4
6FDGSd7U6EbBUAQz0o5Eiv|0.571|0.725|7|-8.205|1|0.0284|0.0623|0.0145|0.0701|0.769|149.359|4
16ymVgG4eBQvYiPOhCb5Tx|0.588|0.853|2|-6.395|1|0.0303|0.016|0.000807|0.111|0.71|131.795|4
0DMaGDQ1zSYSaqiBa19KE0|0.705|0.689|9|-7.76|1|0.0308|0.303|0.00433|0.284|0.734|120.367|4
3Y3xJrFiKP2SQT24IagGJK|0.605|0.887|4|-7.813|1|0.0367|0.113|0.00335|0.139|0.78|122.045|4
0fUyZGLkLBhESELYFJAWWi|0.617|0.847|7|-8.073|0|0.0277|0.503|0.0242|0.165|0.889|133.073|4
6PBsbltLMcWzXJ2gGryoW1|0.61|0.929|9|-7.434|1|0.0409|0.055|0.000232|0.0883|0.766|119.469|4
7tAO2d7Kl9L6BroAvEDUAg|0.687|0.759|2|-6.44|1|0.0293|0.304|0.000188|0.149|0.792|129.239|4
5hjmCT8zKLfIvNbwhv5DpJ|0.575|0.846|7|-7.458|1|0.0377|0.0994|0.0007|0.288|0.824|152.546|4
5XkOOkBmt6tfghQdRfteec|0.463|0.611|7|-8.468|1|0.0317|0.346|0.00506|0.0776|0.727|174.809|4
2ad3CGITATOBP6GpP8KQ58|0.676|0.443|4|-9.93|0|0.0263|0.772|0.00606|0.161|0.649|95.5|4
156cDNmlNIdEsnas6QTY8b|0.445|0.577|4|-8.444|0|0.0327|0.273|0.00593|0.109|0.858|127.412|4
3HThA5jXuXTvNIqXw89mUE|0.585|0.453|7|-8.257|1|0.0299|0.439|0.00171|0.142|0.537|157.155|3
3nN53Zkp6lE4tNNpQ6euMK|0.607|0.579|11|-8.922|1|0.0271|0.258|0.0367|0.0882|0.702|140.339|4
2b7Ve9rPsZqizgMFN1Tuvb|0.63|0.727|6|-6.688|0|0.0292|0.523|0.042|0.0574|0.859|154.819|4
234ILu6MwdzPvWRlXYbjif|0.579|0.652|9|-9.16|1|0.0274|0.143|0.0867|0.194|0.712|140.178|4
2YcILFkmZHNi5qCqgP9F0R|0.729|0.566|2|-8.311|1|0.0293|0.623|0.0272|0.152|0.714|119.909|4
3Kz6BLEoK10rIbpek4W0p7|0.774|0.656|9|-7.295|1|0.0336|0.41|0.000317|0.0838|0.754|136.031|4
0y9oTEGEAjVK8Z78YLORIe|0.724|0.45|0|-11.66|0|0.0305|0.578|0.0951|0.203|0.754|109.148|4
6LFPRYCJWk11pfHVmNYwGs|0.779|0.398|9|-8.413|1|0.0305|0.501|8.4e-06|0.118|0.691|120.26|4
59E3qIVeX1jIKNU9XNuRNp|0.701|0.575|11|-8.56|1|0.0301|0.373|0.00466|0.304|0.836|131.966|4
5nA1caOVbWIyhwtvNveLqh|0.583|0.266|9|-11.51|1|0.0419|0.379|0.0|0.12|0.398|199.901|4
1D434qN81Ygk05xRiFQyf9|0.658|0.65|9|-7.417|1|0.0298|0.301|0.00917|0.263|0.804|121.973|4
1V6WCY80O3GDTf5JqvUthO|0.696|0.635|2|-9.569|1|0.0284|0.213|0.0158|0.224|0.745|129.956|4
41E0867JMSY1O1N0bP9bR3|0.711|0.497|5|-9.895|1|0.0297|0.419|0.00571|0.0767|0.814|119.109|4
4pkSaydA5OpdTQlkv40dcw|0.551|0.593|7|-10.619|1|0.0349|0.695|0.0809|0.132|0.655|155.597|4
2NNKpdCb7Q2rHqgdwAjPJW|0.58|0.18|7|-19.158|1|0.0286|0.597|5.76e-06|0.164|0.237|107.412|3
7DlNHOBl2i5ZTqWwqyEkB0|0.455|0.262|2|-15.677|1|0.0382|0.743|0.00235|0.135|0.564|192.509|4
5eGRLwuHWYr3WebDMedv5Z|0.63|0.577|7|-12.058|1|0.0275|0.548|0.775|0.146|0.855|139.741|4
6WKWt4CiH0ZgkxlqI5e0lb|0.654|0.453|5|-12.585|1|0.0305|0.594|0.545|0.0702|0.688|110.466|4
5IEXxSajDiNPSTO3t7Beus|0.534|0.273|10|-12.694|1|0.0328|0.692|5.12e-05|0.112|0.561|174.591|4
2y7QYAbYKzN7QzTBIUluhY|0.545|0.543|0|-9.586|0|0.0281|0.38|0.0172|0.0777|0.851|155.582|4
3IFnEiTngCUscHqBjjJ2AD|0.443|0.432|11|-10.969|0|0.0283|0.773|0.0264|0.129|0.452|96.803|4
5IASmtveS8N5gcqlT4iwil|0.673|0.507|2|-11.842|1|0.0282|0.661|0.0601|0.101|0.815|100.394|4
4fpaGjJUDlLOnt6I4Bkqac|0.563|0.498|0|-14.337|1|0.0295|0.48|0.392|0.0816|0.899|136.62|4
5jrMBbh1EzVBPUWT4TtLNF|0.525|0.628|4|-7.905|0|0.0286|0.45|0.00106|0.198|0.402|119.687|4
2YqwAxC00nMgXItVrQea3A|0.699|0.759|2|-6.319|1|0.0281|0.106|0.00501|0.145|0.645|124.141|4
5OEhP9N6zUaL8Qp0YOyKd8|0.668|0.676|9|-7.25|1|0.0296|0.342|0.349|0.262|0.747|124.145|4
3jvIw3HH6EGVVmt7AdgROH|0.77|0.65|0|-7.198|1|0.0305|0.412|0.047|0.0974|0.795|120.256|4
5W5MrLyLkC1IxpN9LbyuDX|0.429|0.672|11|-9.455|0|0.0374|0.291|0.174|0.113|0.432|147.292|4
4zQWR7fSa4QsEKPylxXsBT|0.653|0.785|0|-6.902|1|0.0362|0.19|0.0392|0.132|0.597|115.77|4
6VFfDR3JsmDfFB7mkbHRC8|0.621|0.409|11|-8.051|0|0.0314|0.485|0.000332|0.114|0.502|101.262|4
1JprbMO1eg5YNQ0iA4ampg|0.776|0.657|0|-7.791|1|0.0295|0.309|0.000363|0.0929|0.701|117.145|4
6pOxfpNdooNp0zwAmnkWl1|0.577|0.747|7|-6.307|0|0.0325|0.332|0.00319|0.108|0.747|151.177|4
3RMr5uMEevsRC1o5DP1UmX|0.53|0.454|4|-8.046|0|0.0364|0.637|0.115|0.087|0.384|119.815|4
6pCq5Eb1NBP2GpkzBpgfVD|0.514|0.754|7|-8.341|1|0.0285|0.101|0.131|0.352|0.878|142.697|4
2NuMnNYMrVacQt7iqFKTh4|0.424|0.42|5|-9.418|1|0.0385|0.456|0.000395|0.106|0.423|171.041|3
1bKhP16ESKcZsYIfSTET3p|0.579|0.714|7|-8.034|1|0.0275|0.202|0.0251|0.188|0.878|143.163|4
0cr4CvOnZQutCQikQq55nb|0.482|0.641|9|-10.852|0|0.0298|0.34|0.0342|0.0979|0.685|108.287|4
22nZhApwc0uHEcfcPdtidQ|0.526|0.699|7|-8.44|1|0.0298|0.135|0.00109|0.295|0.822|157.353|4
5A35zRY8w6zwcYaQ6rCgyJ|0.647|0.55|7|-10.295|0|0.0297|0.381|0.0204|0.156|0.822|103.198|4
6tzo5yCPiJ5Qe3zB4mVLku|0.526|0.7|7|-9.859|0|0.0289|0.42|0.154|0.179|0.745|140.783|4
7tduXOYMlXsmbkp8JIa52Z|0.622|0.687|9|-8.732|1|0.0298|0.409|0.000823|0.0695|0.835|124.175|4
6aochuqs04f6gf2tX6jMQ0|0.588|0.675|7|-10.645|1|0.0282|0.424|0.0329|0.21|0.712|130.696|4
4NTwd3dOi8ELv4jrEcX3oJ|0.601|0.753|2|-8.154|1|0.0307|0.0752|0.0214|0.255|0.768|124.368|4
0JZJQOiXTMQrZh1XIpxxFo|0.671|0.463|5|-9.254|1|0.0285|0.458|0.000239|0.313|0.816|109.045|4
5FUEEcB4uvtRq9m2bLGNnm|0.444|0.565|7|-9.686|1|0.0326|0.454|0.0341|0.289|0.923|183.697|4
4NXrDpmZKXP7n9o5IQHnpa|0.697|0.365|7|-8.706|1|0.0284|0.605|0.0|0.256|0.468|106.083|4
6EhDs2XUESBQIppFPqIKhS|0.447|0.397|4|-9.419|0|0.0333|0.649|1.8e-06|0.081|0.615|183.125|4
76zWPWs8rhqYEu9Ny0sxab|0.525|0.643|0|-10.168|1|0.0287|0.0924|0.0828|0.249|0.899|144.591|4
1ne2TP7ipkAzY8QnAPcSmg|0.631|0.101|8|-10.232|1|0.0577|0.945|0.0|0.0976|0.651|88.608|3
4n3mbCtF3KV6xlqQsiNr5P|0.604|0.591|9|-10.41|1|0.0297|0.278|0.000774|0.155|0.928|126.027|4
1ST4KZWxjTc5TCG28dkj0U|0.593|0.65|7|-10.666|1|0.0326|0.0156|0.947|0.0874|0.895|124.043|4
7CuwWEdgjvemp2bLSaEFWV|0.539|0.643|7|-9.824|1|0.0294|0.159|0.07|0.0714|0.676|138.072|4
4pwKNQ5XReUXHAaa7uYLgr|0.755|0.527|9|-10.489|1|0.041|0.589|8.96e-06|0.109|0.654|125.127|4
1RMZZxcih2uk5CSMyWG149|0.635|0.384|6|-10.99|0|0.0345|0.542|5.32e-05|0.184|0.624|96.18|4
7onRG26LF26WXtlj6BvtUs|0.484|0.595|6|-11.124|0|0.0346|0.288|0.0166|0.0867|0.629|146.726|4
0xzF60M75AM2WwZjUovIKO|0.606|0.633|9|-9.652|1|0.0379|0.545|0.00988|0.108|0.319|135.092|4
3qakAYVEv6kvRrPvHQJ1Lt|0.45|0.597|0|-8.888|1|0.0275|0.176|0.000951|0.283|0.355|142.484|4
411dbkgPHutE4jwxbYpuxR|0.573|0.728|9|-9.081|0|0.0306|0.0696|0.0021|0.342|0.413|128.09|4
4vsCpdiylPidq4LOdc7NM7|0.561|0.739|7|-8.56|1|0.0337|0.0928|0.00124|0.18|0.354|145.589|4
6FYZQGyz4NUfhhI62iwkfM|0.619|0.482|2|-11.187|1|0.0301|0.248|0.00277|0.108|0.234|126.991|4
4DpM4pcB5yovfsfBEqDItX|0.575|0.715|0|-8.4|1|0.0288|0.114|0.0799|0.0655|0.919|125.966|4
16Jf37ZPkPKAdkNCQcqeGC|0.702|0.708|7|-9.038|1|0.0366|0.404|0.0125|0.0731|0.511|122.166|4
4U4XH4WRYEDfGMCT8oOwZS|0.656|0.666|5|-10.002|1|0.0285|0.283|0.00019|0.0932|0.362|128.705|4
5CxIjTvhKHsLGJaFNjfQyE|0.505|0.664|7|-10.31|1|0.0296|0.0428|0.00253|0.0816|0.453|139.058|4
6cZZRVvPYvkPGGhm1Pg0tq|0.482|0.554|2|-9.632|1|0.0361|0.145|1.73e-05|0.0755|0.471|142.041|4
5ug2EFqY1uivWl85mwynag|0.515|0.675|6|-7.255|0|0.0282|0.189|1.55e-06|0.0874|0.56|113.073|4
6G5Van11Zi1U1kY59mdGHv|0.39|0.791|2|-6.273|1|0.0297|0.0302|0.000647|0.267|0.735|142.233|4
3uAc5mpE7lfpc1sXIlNXFf|0.576|0.405|10|-8.941|1|0.0286|0.112|1.88e-06|0.0875|0.323|92.86|3
6rdCQD5k6mqiWGrchk6EI1|0.595|0.74|9|-4.488|1|0.0276|0.328|0.000424|0.207|0.59|108.302|4
04okh95z0OFL3PYK4z2y2F|0.38|0.934|2|-4.619|0|0.0319|0.294|0.943|0.0813|0.784|130.784|4
1OiCT8hksX6oFE7yEdi26x|0.676|0.793|5|-3.95|1|0.0271|0.277|6.88e-06|0.0749|0.658|109.978|4
5bBu8Pcflfh83Sl3Gyf2wy|0.562|0.397|10|-6.48|1|0.0284|0.374|0.0|0.106|0.412|91.116|4
0MijOpGTTCMF4SZlTdJrd9|0.506|0.787|9|-6.141|1|0.0339|0.153|0.000185|0.118|0.731|111.954|4
5NLhxAHAzqGoKYQVcXc62U|0.603|0.753|7|-7.629|1|0.0336|0.126|0.838|0.109|0.941|131.076|4
0LgNUHuMzqbs4OclffZgb0|0.562|0.469|2|-6.163|1|0.0254|0.678|0.0|0.255|0.394|103.299|4
43GYBE3mbOvJspvgSY60C5|0.44|0.807|10|-4.094|1|0.0316|0.13|4.43e-06|0.154|0.871|150.123|4
3uysEkYdk67QAkgUGTblqO|0.47|0.77|11|-4.717|1|0.0306|0.068|0.00212|0.217|0.889|129.722|4
5RyAofmvUohHIdqa8m8Jl3|0.564|0.85|7|-3.964|1|0.0274|0.0559|2.97e-05|0.247|0.801|110.869|4
6o1W0yt5ajeIh0cIHTgVnI|0.479|0.901|2|-5.153|1|0.0334|0.0391|0.93|0.0962|0.966|141.626|4
