track_uri|danceability|energy|key|loudness|mode|speechiness|acousticness|instrumentalness|liveness|valence|tempo|time_signature
0RhJXThUmVhPV5J0HVpKAy|0.486|0.733|7|-6.082|1|0.0286|0.00625|9.52e-05|0.134|0.765|123.587|4
5FrrMjMUbN7Jo1rFmk2CyW|0.461|0.245|0|-13.817|0|0.0378|0.671|0.0|0.115|0.431|115.14|4
3UP88lDImo07ywMuQu2i8v|0.282|0.898|7|-7.606|0|0.0685|0.000478|0.356|0.0723|0.301|132.793|4
3ADeCLdkA8LopsibcXBawn|0.607|0.439|7|-11.441|1|0.0339|0.26|0.0|0.189|0.74|121.167|4
20PqJRlZqm3hBJRtIMrp1b|0.458|0.87|0|-4.74|1|0.0328|0.0456|0.0|0.162|0.92|127.145|4
0c0QgKqeThW7CWwLCTTmB3|0.228|0.695|2|-5.796|1|0.0349|0.0299|4.74e-05|0.0682|0.467|176.154|4
6JiJGcBQ5MMBpjNoMG4M58|0.408|0.2|2|-10.154|1|0.0283|0.0456|5.45e-06|0.259|0.193|71.355|4
5FHQevcCAYJbhN46ypEtGt|0.479|0.26|7|-8.879|1|0.0256|0.558|0.0027|0.0809|0.0789|66.945|4
18Mliot8The3GbWWzPoLWX|0.178|0.409|7|-9.816|1|0.0272|0.342|0.0|0.0902|0.248|159.594|3
6qcEqW01SS4dKyntkAaW0A|0.359|0.442|7|-9.112|1|0.0276|0.411|6.7e-06|0.0724|0.356|86.424|4
6zq4HLkcPrUmq7kB3cSnvd|0.474|0.271|2|-10.79|1|0.0295|0.589|3.23e-05|0.122|0.489|177.232|4
7n7NpyMfgtPJZWcLF8Dlb1|0.284|0.65|2|-6.125|0|0.0347|0.0679|0.0508|0.107|0.409|96.289|4
5VSlNaIpKZhzXDP51Qum1b|0.502|0.815|7|-5.004|1|0.0332|0.0131|0.00164|0.35|0.921|124.589|4
5WSUpCP3qP8oPBbO2wz1Au|0.563|0.582|7|-7.731|1|0.0283|0.196|0.0|0.146|0.669|122.71|4
01yW84Erz5QfTQndRFB2np|0.245|0.496|7|-7.643|1|0.0275|0.499|4.43e-05|0.0729|0.334|174.597|4
4W9fxNYu4N3M8AuQ5HAUBg|0.6|0.436|2|-8.75|1|0.0402|0.524|3.63e-05|0.0968|0.208|88.739|4
3JkrPy2EZuKtE594fqoC5d|0.461|0.795|7|-4.488|1|0.0357|0.00519|0.0273|0.337|0.738|123.94|4
2tFkkFeKbc31Mlq4gRR2q3|0.355|0.829|2|-10.896|1|0.0395|0.00034|0.15|0.0962|0.538|135.356|4
0QHapOMvsEFdHvisJinH72|0.519|0.637|7|-11.08|1|0.0415|0.0109|0.00188|0.0764|0.403|100.833|4
0B5cxM0sIlTL4xwXT241cL|0.446|0.82|6|-10.813|1|0.0999|0.0329|0.0255|0.0605|0.717|153.952|4
4mzNJ18ua0Re1rHU3y9uJU|0.532|0.78|6|-11.311|1|0.0375|0.00582|0.0452|0.363|0.934|116.466|4
3iISjbZ6xLaPOTD6rWw2H6|0.475|0.838|5|-12.304|0|0.0616|0.00196|0.11|0.0959|0.552|118.716|4
1PdGjBPB2V1rQzMYnmqvoM|0.405|0.862|5|-10.775|1|0.0506|0.00257|0.128|0.341|0.639|120.586|4
2far47KyTlp0BZgPAFRf0C|0.537|0.761|8|-11.353|1|0.0876|0.0198|0.0126|0.0989|0.535|127.169|4
6u3gHP4KaZixkL7HEoq56o|0.456|0.647|4|-11.063|0|0.0522|0.0139|0.0159|0.298|0.65|115.521|4
00EbeXG3twN0gW6XAlQskB|0.46|0.661|0|-9.797|1|0.0822|0.00303|3.99e-05|0.08|0.663|135.604|4
3yEtKxIHS5Bi08pniPCSGn|0.473|0.49|5|-9.329|1|0.141|0.0025|0.0|0.154|0.472|118.038|4
2bFCNufnrtuoovjG3X9ePh|0.476|0.643|4|-8.966|0|0.0763|0.00348|0.0|0.155|0.406|124.475|4
6UmsybrSIYDmH1jmonUllm|0.503|0.65|9|-9.409|0|0.0769|0.00262|6.48e-06|0.118|0.502|114.512|4
6Lpnz2WPsBVA0ABUWgPS1w|0.517|0.657|4|-8.916|1|0.0378|0.00149|6.02e-06|0.082|0.486|121.915|4
0nTZWPqMaKTy2TXGOBY3wz|0.58|0.56|9|-10.337|1|0.0319|0.00924|0.0|0.125|0.501|109.956|4
1j7hiKAkztC3M1lAEgE3IK|0.412|0.595|4|-11.076|1|0.0968|0.000784|0.000504|0.0454|0.684|156.54|4
03sdo25AUo6PfsV8xasEMU|0.338|0.951|2|-8.277|1|0.302|0.00403|0.00124|0.974|0.411|127.854|4
2DjZQqk4bh02aR3NPsiAR6|0.211|0.86|9|-8.244|1|0.262|0.0516|6.07e-05|0.766|0.253|168.72|4
4s8oEXoqMtMLcM7JqsHVCW|0.585|0.356|2|-12.365|1|0.0352|0.569|3.81e-05|0.0848|0.265|88.758|4
7yv6g1Dq4wJnTtpXjJrDKx|0.405|0.862|5|-10.775|1|0.0506|0.00257|0.128|0.341|0.639|120.586|4
362gnqLH7QPQQrrYTI4M7X|0.503|0.65|9|-9.409|0|0.0769|0.00262|6.48e-06|0.118|0.502|114.512|4
2TxDNSoKEpASBqZU9cfpwG|0.391|0.781|2|-5.812|1|0.0654|0.0252|0.000983|0.951|0.623|125.107|4
7r0iZMlccjkcAHjbhJAMNY|0.287|0.907|9|-4.735|1|0.069|0.0354|0.14|0.681|0.479|131.654|4
0i5TciJuKdTBrj7DixMzDB|0.491|0.881|7|-5.545|1|0.0838|0.115|0.0|0.924|0.77|132.871|4
0x63I9NGQE7nkOwHxGWomK|0.273|0.864|10|-8.126|1|0.0622|0.000771|0.271|0.0826|0.334|132.645|4
0AI566c17zoeG3u1Esocct|0.445|0.828|0|-8.095|1|0.0351|0.000204|0.0684|0.21|0.616|116.908|4
3awDZmcdsktxk4hJOEdzfw|0.537|0.674|7|-10.063|1|0.0262|0.0904|3.95e-06|0.297|0.872|101.82|4
1rca7469XBL109h3LfG0gj|0.409|0.898|9|-7.672|1|0.0996|0.217|0.00584|0.1|0.717|152.135|4
0rKlNi52pUhEh0Sk6xHDbd|0.341|0.41|7|-11.914|1|0.028|0.464|2.62e-06|0.15|0.391|85.569|4
74TNrSTHX7zoBjnAZ8Jczn|0.612|0.578|9|-8.664|1|0.0475|0.239|3.85e-06|0.101|0.507|143.973|4
4CCmTNn5JRlNvvv1KjW4Cl|0.741|0.697|0|-7.028|1|0.0277|0.0664|2.28e-05|0.133|0.774|116.109|4
3WgEqIXJxVpHMXj8PzaDUT|0.467|0.709|7|-8.289|1|0.0323|0.00872|0.862|0.196|0.139|111.176|4
6y0qBP0InEbA21cUTZrLah|0.387|0.486|9|-9.323|1|0.0304|0.664|4.33e-05|0.298|0.546|148.126|4
6h3AK5enBaqBDWCHFmeMt9|0.468|0.869|2|-3.999|1|0.0446|0.0528|0.00425|0.119|0.427|90.697|4
7HewzSHHcHzTPAyuUEa6Wd|0.521|0.188|4|-15.97|1|0.0313|0.633|0.0267|0.111|0.414|144.168|4
30qcaKISBrlx7j47YsSwvV|0.439|0.434|7|-14.835|1|0.0263|0.0803|8.33e-05|0.14|0.198|94.859|4
6t3IScJpntKezWRo6C1OoQ|0.797|0.695|7|-7.515|1|0.0839|0.0143|0.00049|0.322|0.653|95.646|4
1NghPx7uChr4hDlA8SUCk8|0.623|0.449|5|-13.333|1|0.0253|0.212|0.0|0.0613|0.572|84.383|4
38GK0hdZzNOJypLZGac27r|0.419|0.538|4|-9.722|1|0.04|0.165|0.00467|0.106|0.502|148.094|4
4BNRLOHa5UUw0BN1z9bx9T|0.367|0.332|0|-8.87|1|0.0331|0.717|0.0|0.678|0.344|130.476|4
3dQ07fUrUpYkxr1mCdHTyf|0.588|0.646|2|-8.668|1|0.0274|0.522|0.0955|0.124|0.649|129.388|4
118DxsvW3DRtvycspCbUyb|0.398|0.659|5|-10.999|1|0.035|0.543|9.19e-05|0.263|0.911|92.656|4
2iMQb64tbEoMPRTgh9YY3r|0.421|0.337|9|-13.96|1|0.0277|0.254|0.00061|0.0732|0.178|157.14|3
0jQ13FW55ge7iRNSROXYZe|0.648|0.678|7|-7.965|1|0.0265|0.392|0.000534|0.133|0.683|118.536|4
3Sj6fVkAtKTD6jEFXBfcAi|0.558|0.649|11|-7.036|0|0.0271|0.202|0.0|0.121|0.471|134.22|4
3FGVnZVcfIrJ6v7XocWkK2|0.631|0.652|2|-11.961|1|0.029|0.0478|0.0|0.182|0.873|94.028|4
6kxJux6TkVWlKX7dns7xOA|0.634|0.809|7|-5.044|1|0.0277|0.0533|3.39e-06|0.0823|0.641|115.149|4
15idgIczs6AbfB7IqrlWa9|0.534|0.258|3|-15.541|1|0.0491|0.842|0.0827|0.122|0.458|165.097|4
0qw42VqNRQEVCKtnVJsJcn|0.391|0.112|5|-18.895|1|0.0324|0.984|0.0891|0.107|0.205|92.817|4
0uNH26uWy12lntFvGKHGks|0.63|0.596|7|-8.886|1|0.0306|0.305|0.0011|0.193|0.784|93.762|4
6s14GSUsQXT7g7A5SqLieA|0.51|0.857|2|-12.538|1|0.0509|0.0149|1.06e-05|0.12|0.367|122.92|4
6rz9tTtClRRd4GMZ2ZH2EA|0.504|0.365|10|-12.966|1|0.0297|0.601|0.00185|0.171|0.525|150.141|3
7z7pGW3mRuskMEY2jybO3x|0.556|0.672|2|-5.933|1|0.0472|0.479|1.06e-05|0.0981|0.664|172.006|4
7L6USAa1uzzfXgdSArWT0n|0.856|0.418|5|-7.375|1|0.0438|0.357|6.8e-06|0.111|0.657|110.093|4
4wFTyw3d4PdaXKPviN68kS|0.661|0.84|4|-8.305|1|0.0281|0.27|0.218|0.416|0.966|149.964|4
22JW62GFlwZQP8CHz40jDW|0.574|0.194|6|-15.35|1|0.032|0.749|0.0|0.143|0.57|127.731|4
7MDQieeFvfJjj8ke86qV62|0.523|0.42|4|-10.19|0|0.0284|0.166|0.774|0.139|0.223|129.458|4
0eLsmwZSwJ8B52TrMhbdos|0.724|0.839|10|-4.098|1|0.0449|0.0343|0.00127|0.0868|0.813|127.253|4
6VIlxJXVAqHcoI1xj2ps6K|0.407|0.663|2|-7.591|1|0.0305|0.255|0.000166|0.0913|0.211|75.989|4
0YtLRiUEWvqEivCP57kXlx|0.467|0.619|11|-4.958|1|0.0241|0.0149|0.000157|0.0991|0.336|80.032|4
68ddDax9eAO2Ixl7fj5SFK|0.642|0.121|5|-17.786|1|0.035|0.917|0.000256|0.102|0.346|82.753|4
3xwFlY18z625K4LdiQMTsy|0.404|0.47|7|-13.865|1|0.0358|0.262|0.000596|0.253|0.355|127.654|4
1IT5oEwSpVROxt5SMNWqAG|0.578|0.517|7|-11.297|1|0.0279|0.396|0.0134|0.141|0.668|94.59|4
0roDStdEllnGf5yjk4eJcj|0.716|0.29|6|-9.544|1|0.358|0.983|1.59e-05|0.315|0.685|118.27|3
1M0NYWMQxcOi7xzR67Dlb0|0.657|0.62|10|-8.551|0|0.162|0.0848|2.6e-06|0.17|0.622|199.858|4
23eLgNRjqRk7HsOvzsNO3h|0.483|0.578|10|-9.752|0|0.29|0.566|0.0|0.108|0.643|98.948|4
2OL739MY2fNUAQb19k3AO0|0.749|0.41|5|-12.114|0|0.39|0.438|3.44e-06|0.115|0.346|82.152|4
5mWzRJEgK9aHiGRGPPDYtK|0.565|0.405|9|-11.718|0|0.0546|0.0978|0.0018|0.0959|0.157|171.955|4
3AeDDd3Wy6HBnrkg9tXbqv|0.808|0.544|3|-11.481|0|0.188|0.274|1.87e-05|0.106|0.82|102.996|4
0DonR1UtiQxj9mIXIdD0LT|0.611|0.536|0|-12.072|1|0.36|0.237|0.0|0.135|0.632|129.663|5
2VadMFxNex7dkELYNXfBQf|0.626|0.398|7|-11.45|1|0.336|0.613|0.00231|0.105|0.404|106.102|4
2vmQ15NHtlmCBKeINuvg2u|0.803|0.587|8|-11.694|1|0.12|0.15|0.0143|0.114|0.534|140.015|4
5GvtVXp4eY959KOyDrWj36|0.761|0.455|5|-12.171|0|0.0714|0.0757|2.93e-05|0.11|0.0881|79.992|4
3Jl7bwkETjMUQuCBaVS4sV|0.487|0.149|9|-19.206|0|0.0857|0.767|0.0|0.412|0.502|66.03|3
45Hn1WztBPsOXDOA3E6P7C|0.65|0.565|9|-10.704|0|0.286|0.0383|0.0|0.111|0.376|181.041|5
1mgpS4wbI5xaVuYyKM86a9|0.495|0.457|9|-13.582|0|0.383|0.448|0.0|0.151|0.139|87.324|4
4t4mAfJGJ6whdQvojQYtDP|0.761|0.602|10|-11.452|0|0.266|0.118|0.0|0.191|0.72|88.969|4
4ZO8n2Q6BPc4QHM8ro4U8K|0.571|0.709|6|-5.944|1|0.152|0.0218|0.0|0.147|0.0783|91.569|4
696o4vlVtb8S1xCE9gAL4q|0.593|0.512|9|-10.759|0|0.0794|0.0786|0.000199|0.106|0.213|172.001|4
2FbFgtYWUDmXoh5X7HSFfI|0.589|0.512|10|-15.002|0|0.372|0.0195|0.0|0.0898|0.567|135.949|4
4aE6vNCcBxQuf0XxVjz1Ls|0.737|0.472|9|-9.019|1|0.0371|0.148|1.21e-06|0.137|0.554|96.063|4
0GnaGo7CL8SkTsNSsLOJM6|0.694|0.585|2|-8.276|0|0.0301|0.155|9.07e-05|0.0577|0.958|124.6|4
5D5Kg6Qnx0ttHqbD1VfCJF|0.558|0.644|1|-6.764|0|0.0332|0.0502|0.0|0.0557|0.537|112.388|4
7n9a9w88yesav2aRBMTYIg|0.621|0.858|4|-8.523|0|0.0578|0.138|0.0088|0.0619|0.711|111.208|4
0dZXs4PmVFoODwUoespNAc|0.534|0.336|2|-15.238|1|0.0336|0.897|0.0133|0.118|0.53|88.06|4
66EvKCTYXTvrRKR9AsMTjV|0.516|0.711|11|-7.83|0|0.0457|0.168|0.0|0.063|0.362|156.908|4
2dAt3Jun4ec3FFhEroBnzd|0.625|0.777|0|-5.76|1|0.046|0.333|0.000196|0.061|0.7|164.915|4
6QD7PC2XcnJeavlVJJAQ3U|0.355|0.486|10|-7.471|0|0.037|0.315|5.97e-05|0.128|0.352|151.198|4
0kzllFp90uZlXkmjBYVdPX|0.305|0.721|7|-6.067|1|0.0391|0.012|0.00172|0.358|0.286|166.784|4
18EDWRoiyrp55IOhvLHYsB|0.804|0.552|0|-7.108|1|0.113|0.4|0.0|0.1|0.748|121.996|4
6C0Pcaks93geMaVNMNkvIO|0.914|0.56|7|-11.396|1|0.113|0.241|0.0213|0.217|0.87|101.017|4
6KYFEhtZKzZWnoW6DuOGov|0.596|0.796|0|-3.899|1|0.0439|0.157|0.0155|0.482|0.418|132.176|4
6BOb72Ac1mfSAmRhaD3r3B|0.371|0.64|3|-7.07|1|0.0357|0.0929|0.023|0.0566|0.132|111.733|4
72asDZPEKTMnDAD9a8Fi52|0.585|0.743|0|-7.43|1|0.0248|0.231|0.000177|0.0964|0.927|98.204|4
7jCvhUkkIZLoMtkAi8B0s0|0.376|0.725|11|-4.728|1|0.0419|0.0543|1.94e-06|0.0758|0.319|152.953|4
6MT9ikZ0SnOU48rBMReIAT|0.323|0.613|11|-5.997|0|0.0471|0.479|0.0254|0.122|0.259|83.861|3
2l95B2d1H1fDS6jCK8RWwg|0.504|0.865|2|-4.099|1|0.0504|0.177|0.000895|0.345|0.543|107.995|4
3BkMv30DKcUEOsRbDSAyIq|0.313|0.707|7|-4.772|1|0.0363|0.227|0.00237|0.0949|0.537|175.158|3
0TuPaGnVZ9wwv0qAjCLEin|0.641|0.539|7|-5.69|0|0.0264|0.568|0.00186|0.12|0.699|95.942|4
3DCmB1ER8W3GTEL5btzAj0|0.438|0.851|9|-4.958|1|0.047|0.338|0.192|0.375|0.646|83.965|4
4qsvEqf7xQVKxgu53WspSn|0.501|0.446|7|-8.673|1|0.0507|0.794|0.000711|0.0978|0.356|175.251|3
1zzQeiehbYBPf6MmaM4Cli|0.682|0.506|11|-8.007|0|0.0605|0.0557|0.0376|0.0452|0.494|90.988|4
1EaXxcHdwynYneRHptZ0Qh|0.427|0.398|2|-8.365|0|0.0337|0.57|0.307|0.104|0.358|148.328|3
353hajz2YKX3rwTt5jRuHk|0.426|0.882|7|-3.943|0|0.0673|0.146|0.253|0.102|0.592|136.506|4
3zhE6t5FmR5v7wYmPD1WiA|0.499|0.744|7|-5.672|0|0.0524|0.27|0.0178|0.591|0.592|155.842|4
088yPw97aIq0SUIAySgMHJ|0.303|0.767|2|-4.824|1|0.0333|0.128|0.0399|0.309|0.418|170.0|3
5uEVjp8QxkurW2hmdhrgvW|0.576|0.842|5|-4.026|1|0.0362|0.174|0.148|0.131|0.802|96.007|4
7g6Qo3pCuvIkZylyxkcfzd|0.462|0.753|11|-4.448|0|0.0515|0.151|0.0029|0.203|0.581|104.858|3
50ZWFw95LBe9ISYQdomC2s|0.428|0.629|4|-4.185|0|0.0405|0.249|0.000149|0.0613|0.432|144.259|4
1HSiFg65wSqksD9d5oHR0M|0.613|0.304|9|-11.796|1|0.673|0.915|0.0|0.118|0.159|146.291|3
7yXuquZiCxTyLXzPnwlqJv|0.479|0.423|2|-7.714|1|0.0694|0.768|0.000305|0.294|0.4|169.527|3
41DyUcEAiyVtNCrWElC32R|0.436|0.891|10|-4.094|1|0.0608|0.388|0.116|0.171|0.661|138.017|4
47WHiyCLg0ZEoPVwxgikcX|0.379|0.432|7|-6.697|1|0.0364|0.596|0.331|0.174|0.405|177.935|3
1KchHLQECDtLark8Vng2gg|0.48|0.665|7|-5.428|1|0.0418|0.66|0.0604|0.429|0.418|145.865|4
3Ug51eYATZ487NwOaTbpAJ|0.683|0.767|10|-5.787|1|0.0268|0.349|0.0423|0.103|0.646|93.954|4
7gecHxcrApzeo3KVwh2P4W|0.473|0.814|2|-3.962|1|0.0574|0.487|0.141|0.409|0.755|112.771|4
2ehbNbw4JFSklaDBcpgXD3|0.377|0.56|7|-6.616|0|0.0463|0.64|0.377|0.103|0.488|177.804|4
31dzIMOW5SH3UejDcmY6Ws|0.632|0.542|0|-4.724|1|0.108|0.755|1.48e-06|0.383|0.752|136.318|4
75doIlY51XyE2CqabWHKYT|0.61|0.746|11|-4.626|0|0.0312|0.342|0.0852|0.378|0.558|95.013|4
7AastGe8zSntLVk4VZX7fY|0.567|0.648|7|-6.228|1|0.0425|0.626|0.0639|0.0991|0.407|91.114|4
56FiyFl0ZLwICBEKIGlZu6|0.562|0.762|11|-5.642|0|0.0367|0.357|0.837|0.18|0.42|93.961|4
1fgZiaEwBM4kWspi3Ay0kU|0.475|0.83|0|-3.62|1|0.0408|0.271|0.473|0.0921|0.802|135.428|3
37mWDk2nTyx0eon0AkdOKQ|0.406|0.55|7|-4.837|1|0.0286|0.729|0.00647|0.101|0.241|141.324|4
5xAvbGs9u4Sb5t7n6n11wS|0.5|0.372|4|-8.857|0|0.0435|0.721|0.0539|0.151|0.167|172.826|3
5sPZH5scVV63witIumgJIa|0.586|0.897|0|-3.661|1|0.0592|0.233|0.0123|0.0523|0.773|100.133|4
5WB3M2Mjvdnjd4vLbo2qqP|0.543|0.93|4|-3.621|0|0.0658|0.0624|0.0545|0.0937|0.594|96.039|4
599KFVKTx45bNXIYhdVCxn|0.37|0.808|7|-5.675|0|0.0458|0.187|0.187|0.431|0.658|179.41|4
1B7Gz0VHnKrjzPnNuZvUGm|0.428|0.883|0|-2.757|0|0.119|0.0319|0.00103|0.351|0.768|138.267|4
2bEV7s9vfeQsbOwYUNA6KA|0.449|0.9|4|-3.521|0|0.0802|0.159|0.00495|0.122|0.732|140.947|3
15e3leRc1c26oStnjjiex6|0.523|0.695|9|-5.947|1|0.0333|0.525|9.33e-06|0.168|0.467|170.105|4
1EMtLG1uQlcITqqsbmqAoC|0.56|0.743|0|-3.705|0|0.0351|0.0768|0.00389|0.128|0.732|119.983|4
3aa9lEOjZOn2Om2vdMCR1E|0.244|0.824|5|-3.63|1|0.0517|0.0184|0.000812|0.713|0.545|206.104|4
2DgqYxUQw3YODAgaqmS6SJ|0.522|0.733|4|-6.286|0|0.0284|0.384|0.0915|0.0664|0.602|84.101|4
7xRPfG0cM9klqDigaRl9VP|0.487|0.685|9|-7.309|0|0.0358|0.288|0.336|0.286|0.667|104.439|4
735m6n2hjXzzypOTQSo6rY|0.507|0.778|2|-7.748|1|0.0345|0.0977|0.657|0.162|0.961|99.37|3
35sEYu9d2rT5BPLiOiMYob|0.512|0.914|2|-3.404|1|0.0525|0.0162|0.000999|0.148|0.753|97.028|4
4H5bCp3l0UEM2ZSMNBOPxU|0.457|0.878|11|-3.378|0|0.0664|0.355|0.000316|0.298|0.554|98.871|4
15qhvP22xT26ixTMX7gjEq|0.247|0.912|4|-2.905|0|0.091|0.42|0.00215|0.331|0.542|167.814|3
2nYMvXWds4LwWWfcoEPfjZ|0.331|0.665|0|-4.976|1|0.0502|0.284|0.0546|0.289|0.582|203.931|3
5BAw4LERCGnR90CyXID6hE|0.496|0.881|7|-3.478|1|0.0569|0.586|0.00197|0.0441|0.467|100.915|4
7hsbxGPIEBr9G2wP9cTO2L|0.536|0.617|7|-5.426|1|0.0351|0.542|0.0207|0.0991|0.472|82.03|4
1IotAa8ve6tUd2v0dWGHOW|0.562|0.668|4|-3.775|0|0.0768|0.248|0.00317|0.411|0.639|112.228|3
5fs3sNq3KK9jpbTNCf324m|0.371|0.941|4|-2.711|1|0.0779|0.0882|0.0373|0.0658|0.767|121.006|4
04pwFT06oTmNpzO9ZQcTkc|0.466|0.794|9|-8.194|1|0.0636|0.0104|3.92e-05|0.923|0.802|108.319|3
5gMLtriml9j7U2yBNTc82x|0.347|0.909|5|-6.053|1|0.198|0.232|0.00588|0.627|0.325|111.474|4
24OVEanMXXulGTdoMzt4dc|0.396|0.673|4|-10.132|0|0.0756|0.0993|0.000751|0.97|0.295|114.139|3
1yDN6fU6cmUls6A5wGEoV5|0.429|0.682|1|-10.044|0|0.15|0.127|0.0063|0.919|0.279|107.333|4
4WVGM9HcaP9NH0yux8JyG0|0.442|0.258|9|-11.793|1|0.0495|0.805|6.58e-06|0.709|0.303|120.07|4
22Zap0D18nLrfEuAZDCIcb|0.302|0.836|0|-6.24|1|0.176|0.146|0.016|0.846|0.333|137.077|4
0R4FrM0FQwfySAevwMecVc|0.502|0.341|9|-12.428|1|0.104|0.711|0.00362|0.786|0.439|157.731|4
61E4Nb6TrlqCrW0IgDoeGs|0.382|0.939|9|-6.46|1|0.151|0.332|0.295|0.302|0.313|113.552|4
5UNgViRmWrc0XEUZrQ9Eu6|0.276|0.658|7|-5.503|1|0.0339|0.0793|0.0138|0.119|0.488|128.997|3
4DeFEYU6AH27O9nS8V0SxI|0.406|0.91|9|-3.31|1|0.0705|0.0917|0.0552|0.312|0.546|98.492|4
0fNQfMFczhCScgxAqU5rT5|0.359|0.63|0|-4.822|1|0.0293|0.506|0.0566|0.23|0.247|121.019|3
5eaF6besODaI6nFceptc8l|0.65|0.461|0|-9.328|1|0.1|0.368|0.00149|0.262|0.467|99.892|3
7uAuYNRA5Po5l86FgsFUIR|0.681|0.623|2|-7.362|0|0.13|0.579|0.566|0.092|0.807|120.44|4
09vmR1csyiufM5JQwe8o03|0.39|0.713|2|-4.284|1|0.0872|0.559|0.00114|0.0528|0.713|207.506|3
2r10qfb3NMPfoUwRyhYrCM|0.475|0.622|3|-8.77|1|0.0792|0.396|0.00038|0.0908|0.653|141.975|4
3lQK5E2Lpew4cT8WWe2hFI|0.673|0.384|11|-7.586|0|0.0391|0.847|0.000202|0.121|0.586|72.24|4
7AR6nYt4mOVBpaXmyK0enu|0.578|0.471|2|-11.256|1|0.0867|0.484|0.00109|0.176|0.708|101.964|1
0nLnXbbhf7JwHjMvudbPAK|0.541|0.528|10|-9.533|1|0.0406|0.541|2.03e-06|0.175|0.607|104.404|4
4G3J17ScPGUQMHQYzmRuwo|0.581|0.598|7|-6.942|1|0.0348|0.694|0.00879|0.188|0.667|113.61|4
0FGAy8cGHa7A6hPy9bRD45|0.443|0.314|7|-9.65|1|0.0464|0.962|0.0267|0.122|0.319|163.344|3
5OFg2mzySsseQpodHUiVHf|0.387|0.499|7|-9.508|1|0.187|0.598|0.0144|0.0705|0.352|182.858|3
6TaqpDfL7Jz7YgGUc7qIgS|0.717|0.483|0|-8.654|0|0.046|0.501|3.03e-06|0.517|0.646|105.922|3
3wArgQn4Gi8mBwgfOujgSk|0.421|0.576|6|-8.659|1|0.0388|0.268|6.54e-06|0.0381|0.478|82.464|3
7tHYikBhFgjX9rImr89Lta|0.634|0.606|6|-10.049|0|0.139|0.344|0.000163|0.131|0.778|144.903|3
02PhE3V9QIrt7QGBaJiBIZ|0.713|0.372|2|-12.922|1|0.0734|0.484|0.000496|0.127|0.617|98.09|1
770DIjKddAgDCuWujf8nsm|0.611|0.437|0|-8.458|0|0.0552|0.911|0.00644|0.194|0.36|97.361|3
7tkDv3LI0sG7x0dbqYF1Ij|0.335|0.383|7|-10.202|1|0.113|0.76|0.0152|0.468|0.388|83.988|3
5SR55d94ZdwIoDZFzwji2Z|0.452|0.578|2|-7.595|1|0.156|0.758|0.00042|0.222|0.558|170.124|3
2kUPSfu6OIRGWFJfjD5pfA|0.554|0.441|3|-12.099|0|0.0372|0.755|5.93e-05|0.207|0.831|105.69|4
41DEXDHmjkE92kxJ4w3Zil|0.538|0.47|5|-8.993|1|0.0274|0.425|3.04e-06|0.323|0.525|100.268|3
6HONBSAPNuj6bgKgi0chm4|0.52|0.114|2|-13.544|1|0.167|0.776|2.24e-05|0.359|0.327|180.387|3
5JSgnsiRi1mZvAzLrINMV9|0.618|0.274|2|-10.982|1|0.0803|0.734|0.242|0.147|0.382|133.315|4
5AQKHaoK1T8IgHTgP1kK7B|0.451|0.509|2|-7.3|1|0.0454|0.845|0.12|0.0617|0.553|187.215|3
47ztISB0mMBnEv4ddQmssk|0.453|0.309|7|-9.806|1|0.0442|0.962|0.0188|0.142|0.32|74.969|3
7AvRHNCIbY2xEp3Few9pyc|0.552|0.159|2|-12.001|1|0.197|0.868|0.00107|0.341|0.33|85.865|4
3WiqW4mqwH3GGKovXV7b7l|0.709|0.449|11|-8.706|0|0.042|0.939|0.00129|0.12|0.632|77.631|4
2KoxzyZLq0GJPWZvr0o2O6|0.515|0.73|11|-3.91|0|0.0356|0.332|2.48e-05|0.154|0.563|99.996|4
6raKumUf0iCaBRZWG25KY2|0.299|0.675|9|-4.006|1|0.0414|0.361|0.000485|0.159|0.578|164.4|3
0px9wyE7IAkp0W7inby2bG|0.608|0.727|4|-4.19|0|0.0429|0.157|0.1|0.0335|0.852|100.984|4
48z2rCxqFdlMejXthnbCkX|0.347|0.466|10|-6.613|1|0.0309|0.672|0.085|0.122|0.321|179.903|3
1eMskS6rZQfA0pKYV97GMn|0.451|0.785|4|-3.056|0|0.033|0.0675|0.000402|0.367|0.655|93.917|3
3HP15OmIwWwYNdwAXHButM|0.431|0.768|4|-2.348|0|0.0409|0.182|0.0148|0.154|0.584|98.879|4
4XVNiv2nZLz2MxXGRUAle7|0.592|0.702|5|-4.581|0|0.0304|0.311|0.0497|0.432|0.772|97.945|4
0h4YaZNZPWTQyPnvE2sB9P|0.472|0.911|4|-2.502|0|0.0597|0.0656|0.00462|0.0992|0.469|123.001|4
1c5uF1vc18UyP6s3rIVIkh|0.516|0.624|4|-4.872|1|0.0275|0.32|0.00496|0.329|0.58|74.921|4
2uyXDjXBNGpwkijD9wSMpD|0.279|0.874|4|-3.312|0|0.0505|0.119|0.0345|0.257|0.708|140.872|5
3Quq5F6UDqRDBcyD4CcRY3|0.311|0.752|7|-3.628|1|0.0442|0.163|0.00583|0.0698|0.669|161.884|3
0XyQIb9FfqSHrxm9FU5Jwx|0.435|0.906|4|-3.325|0|0.0607|0.23|0.158|0.356|0.787|107.953|4
